Waynesburg University,WU,Waynesburg womens Soccer Highlights,Soccer,Highlights,Soccer,,<iframe width='560' height='315' src='http://www.youtube.com/embed/3loko03ewHg' frameborder='0' allowfullscreen></iframe>,www.waynesburg.edu,www.waynesburgsports.com,W,PA,YELLOW JACKETS
,,,,,,,,,,,,
Webber International University,WIU,Webber International Univ Football Highlights,Football,Highlights,Football,,<iframe width='420' height='315' src='http://www.youtube.com/embed/dmSE2CFDixA' frameborder='0' allowfullscreen></iframe>,www.webber.edu,www.webberathletics.com,M,FL,WARRIORS
Webber International University,WIU,Webber International Univ womens bowling Highlights,Bowling,Highlights,bowling,,<iframe width='560' height='315' src='http://www.youtube.com/embed/wODjqgzrEy8' frameborder='0' allowfullscreen></iframe>,www.webber.edu,www.webberathletics.com,W,FL,WARRIORS
,,,,,,,,,,,,
Weber State University,WSU,Weber State vs Southern Utah Highlights,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/tF3DEatdIkk' frameborder='0' allowfullscreen></iframe>,www.weber.edu,www.weberstatesports.com,M,UT,WILDCATS
Weber State University,WSU,Weber State vs Boise State Highlights,Basketball,Highlights,Basketball,,<iframe width='420' height='315' src='http://www.youtube.com/embed/4yocxX5fm6M' frameborder='0' allowfullscreen></iframe>,www.weber.edu,www.weberstatesports.com,W,UT,WILDCATS
,,,,,,,,,,,,
Webster University,WU,Division III CWS Highlights,Baseball,Highlights,Baseball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/jCl6oq6EyQE' frameborder='0' allowfullscreen></iframe>,www.webster.edu,www.websterathletics.com,M,MO,GORLOKS
Webster University,WU,Webster U vs Fontbonne U Highlights,Soccer,Highlights,Soccer,,<iframe width='560' height='315' src='http://www.youtube.com/embed/ZjVQvpfZi64' frameborder='0' allowfullscreen></iframe>,www.webster.edu,www.websterathletics.com,W,MO,GORLOKS
,,,,,,,,,,,,
Wellesley College,WC,Wellesley vs Wheaton Highlights,Basketball,Highlights,Basketball,,<iframe width='420' height='315' src='http://www.youtube.com/embed/78AzcGT_tkE' frameborder='0' allowfullscreen></iframe>,www.wellesley.edu,www.wellesleyblue.com,W,MA,BLUE
,,,,,,,,,,,,
Wells College,WC,Wells 2009 Basketball Highlights,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/r_SwgWEzjcg' frameborder='0' allowfullscreen></iframe>,www.wells.edu,www.wells-express.com,M,NY,EXPRESS
Wells College,WC,Wells vs Penn State-Harrisburg Highlights,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/r_SwgWEzjcg' frameborder='0' allowfullscreen></iframe>,www.wells.edu,www.wells-express.com,W,NY,EXPRESS
,,,,,,,,,,,,
Wentworth Institute of Technology,WIT,,,,,,,www.wit.edu,www.wentworthathletics.com,M,MA,LEOPARDS
Wentworth Institute of Technology,WIT,Sherrad Prezzie-Blue Highlights,Basketball ,Highlights,Basketball,,<iframe width='420' height='315' src='//www.youtube.com/embed/YxGXeCLNWgE' frameborder='0' allowfullscreen></iframe>,www.wit.edu,www.wentworthathletics.com,M,MA,LEOPARDS
,,,,,,,,,,,,
Wesley College,WC,Wesley college Football Highlights,Football,Highlights,Football,,<iframe width='420' height='315' src='http://www.youtube.com/embed/m4Txwy-oDEk' frameborder='0' allowfullscreen></iframe>,www.wesley.edu,www.gowesleyathletics.com,M,DE,WOLVERINES
Wesley College,WC,Wesley vs Gallaudet Highlights,Soccer,Highlights,Soccer,,<iframe width='420' height='315' src='http://www.youtube.com/embed/2lU4z-XvfPM' frameborder='0' allowfullscreen></iframe>,www.wesley.edu,www.gowesleyathletics.com,W,DE,WOLVERINES
,,,,,,,,,,,,
Wesleyan College,WC,Wesleyan softball Highlights,Softball,Highlights,Softball,,<iframe width='420' height='315' src='http://www.youtube.com/embed/_y2GCM_AiA4' frameborder='0' allowfullscreen></iframe>,www.wesleyancollege.edu,www.wesleyanathletics.com,W,GA,
,,,,,,,,,,,,
Wesleyan University,WU,Wesleyan U vs Hamilton Highlights,Football,Highlights,Football,,<iframe width='560' height='315' src='http://www.youtube.com/embed/RolXZR-AVCQ' frameborder='0' allowfullscreen></iframe>,www.wesleyan.edu,www.wesleyan.edu/athletics,M,CT,CARDINALS
Wesleyan University,WU,Wesleyan U Womens Soccer Highlights,Soccer,Highlights,Soccer,,<iframe width='560' height='315' src='http://www.youtube.com/embed/1FD8jy1GcmE' frameborder='0' allowfullscreen></iframe>,www.wesleyan.edu,www.wesleyan.edu/athletics,W,CT,CARDINALS
,,,,,,,,,,,,
West Chester University of Pennsylvania,WCUPA,Game winner vs IUP,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/p9rX_WkjFbg' frameborder='0' allowfullscreen></iframe>,www.wcupa.edu,www.wcupagoldenrams.com,M,PA,GOLDEN RAMS
West Chester University of Pennsylvania,WCUPA,West Chester vs Temple Highlights,Rugby,Highlights,Rugby,,<iframe width='560' height='315' src='http://www.youtube.com/embed/ehCkmrt4zpQ' frameborder='0' allowfullscreen></iframe>,www.wcupa.edu,www.wcupagoldenrams.com,W,PA,GOLDEN RAMS
,,,,,,,,,,,,
West Liberty University,WLU,West Liberty Football Highlights,Football,Highlights,Football,,<iframe width='560' height='315' src='http://www.youtube.com/embed/3DXWe-iH4ns' frameborder='0' allowfullscreen></iframe>,www.westliberty.edu,www.hilltoppersports.com,M,WV,HILLTOPPERS
West Liberty University,WLU,Great fastbreak,Basketball,Highlights,Basketball,,<iframe width='420' height='315' src='http://www.youtube.com/embed/rgIAu16kMDI' frameborder='0' allowfullscreen></iframe>,www.westliberty.edu,www.hilltoppersports.com,W,WV,HILLTOPPERS
,,,,,,,,,,,,
West Texas A&M University,WTAMU,West Texas A&M vs Eastern New Mexico Highlights,Football,Highlights,Football,,<iframe width='560' height='315' src='http://www.youtube.com/embed/7pZ5v0TY1dw' frameborder='0' allowfullscreen></iframe>,www.wtamu.edu,www.gobuffsgo.com,M,TX,BUFFALOES
West Texas A&M University,WTAMU,West Texas A&M vs Oklahoma Panhandle Highlights,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/klR16_oRJrE' frameborder='0' allowfullscreen></iframe>,www.wtamu.edu,www.gobuffsgo.com,W,TX,BUFFALOES
,,,,,,,,,,,,
West Virginia State University,WVSU,WVSU VS Seton Hall Highlights,Football,Highlights,Football,,<iframe width='420' height='315' src='http://www.youtube.com/embed/o-7E-jZMhJE' frameborder='0' allowfullscreen></iframe>,www.wvstateu.edu,www.wvsuyellowjackets.com,M,WV,YELLOW JACKETS
West Virginia State University,WVSU,WVSU vs Ohio Valley,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/wmuwbjmXWQc' frameborder='0' allowfullscreen></iframe>,www.wvstateu.edu,www.wvsuyellowjackets.com,W,WV,YELLOW JACKETS
,,,,,,,,,,,,
West Virginia University,WVU,WVU vs Texas Highlights,Football,Highlights,Football,,<iframe width='560' height='315' src='http://www.youtube.com/embed/JZIPVEgzBik' frameborder='0' allowfullscreen></iframe>,www.wvu.edu,www.wvusports.com,M,WV,MOUNTAINEERS
West Virginia University,WVU,WVU Womens Soccer Highlights,Soccer,Highlights,Soccer,,<iframe width='560' height='315' src='http://www.youtube.com/embed/5e0M3YkHkJ4' frameborder='0' allowfullscreen></iframe>,www.wvu.edu,www.wvusports.com,W,WV,MOUNTAINEERS
,,,,,,,,,,,,
West Virginia University Institute of Technology,WVUT,,,,,,,www.wvutech.edu,www.goldenbearathletics.com,M,WV,GOLDEN BEARS
West Virginia University Institute of Technology,WVUT,,,,,,,www.wvutech.edu,www.goldenbearathletics.com,W,WV,GOLDEN BEARS
,,,,,,,,,,,,
West Virginia Wesleyan College,WVWC,Football Highlights,Football,Highlights,Football,,<iframe width='420' height='315' src='//www.youtube.com/embed/Hzev08s0Nes' frameborder='0' allowfullscreen></iframe>,www.wvwc.edu,www.wesleyanbobcats.com,M,WV,BOBCATS
West Virginia Wesleyan College,WVWC,WVIAC Womens Soccer title,Soccer,Highlights,Soccer,,<iframe width='420' height='315' src='//www.youtube.com/embed/_R6OSgqpb3o' frameborder='0' allowfullscreen></iframe>,www.wvwc.edu,www.wesleyanbobcats.com,W,WV,BOBCATS
,,,,,,,,,,,,
Western Carolina University,WCU,Western Carolina Football Highlights,Football,Highlights,Football,,<iframe width='420' height='315' src='http://www.youtube.com/embed/sYteZ22Xfto' frameborder='0' allowfullscreen></iframe>,www.wcu.edu,www.catamountsports.com,M,NC,CATAMOUNTS
Western Carolina University,WCU,Women's 200 M race,Track,Highlights,Track,,<iframe width='560' height='315' src='http://www.youtube.com/embed/GnwJUZRMjBo' frameborder='0' allowfullscreen></iframe>,www.wcu.edu,www.catamountsports.com,W,NC,CATAMOUNTS
,,,,,,,,,,,,
Western Connecticut State University,WCSU,QB Will Arndt's Highlights,Football,Highlights,Football,,<iframe width='560' height='315' src='http://www.youtube.com/embed/u-yYKSJk_JI' frameborder='0' allowfullscreen></iframe>,www.wcsu.edu,www.wcsu.edu/sports,M,CT,COLONIALS
Western Connecticut State University,WCSU,WCSU Mens Basketball Highlights,Basketball,Highlights,Basketball,,<iframe width='560' height='315' src='http://www.youtube.com/embed/0Jj7LQ3ir_A' frameborder='0' allowfullscreen></iframe>,www.wcsu.edu,www.wcsu.edu/sports,W,CT,COLONIALS
,,,,,,,,,,,,
