Bobrovsky makes a nice save,Columbus Blue Jackets,Saves,Blue Jackets,LA Kings,NHL.com,Sergei Bobrovsky,,Columbus,,OH,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8475683&event=L.A405&server=http://video.bluejackets.nhl.com/videocenter/&pageurl=http://video.bluejackets.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8475683&event=L.A405&server=http://video.bluejackets.nhl.com/videocenter/&pageurl=http://video.bluejackets.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Dorsett and Burish go at it,Columbus Blue Jackets,Fights,Blue Jackets,Sharks,Youtube,,,Columbus,,OH,<iframe width='235' height='132' src='//www.youtube.com/embed/YVLK1qMKs8I' frameborder='0' allowfullscreen></iframe>
Benn's shootout goal,Dallas Stars,Goals,Stars,Sharks,NHL.com,Jamie Benn,shorthand,Dallas,DAL,TX,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8473994&event=S.J855&server=http://video.stars.nhl.com/videocenter/&pageurl=http://video.stars.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8473994&event=S.J855&server=http://video.stars.nhl.com/videocenter/&pageurl=http://video.stars.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Garbutt lays down the hit,Dallas Stars,Hits,Stars,Ducks,NHL.com,Ryan Garbutt,,Dallas,DAL,TX,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,541&event=ANA10&server=http://video.stars.nhl.com/videocenter/&pageurl=http://video.stars.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,541&event=ANA10&server=http://video.stars.nhl.com/videocenter/&pageurl=http://video.stars.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Lehtonen keeps it tied in overtime,Dallas Stars,Saves,Stars,Sharks,NHL.com,Kari Lehtonen,,Dallas,DAL,TX,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8470140&event=S.J734&server=http://video.stars.nhl.com/videocenter/&pageurl=http://video.stars.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8470140&event=S.J734&server=http://video.stars.nhl.com/videocenter/&pageurl=http://video.stars.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Dillon and Tootoo go at it,Dallas Stars,Fights,Stars,Red Wings,Youtube,,,Dallas,DAL,TX,<iframe width='235' height='132' src='//www.youtube.com/embed/uMYy3nopSgY' frameborder='0' allowfullscreen></iframe>
Datsyuk's overtime winner,Detroit Red Wings,Goals,Red Wings,Oilers,NHL.com,Pavel Datsyuk,shorthand,Detroit,DET,MI,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8467514&event=EDM731&server=http://video.redwings.nhl.com/videocenter/&pageurl=http://video.redwings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8467514&event=EDM731&server=http://video.redwings.nhl.com/videocenter/&pageurl=http://video.redwings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Zetterberg lays down the hit,Detroit Red Wings,Hits,Red Wings,Sharks,NHL.com,Henrik Zetterberg,,Detroit,DET,MI,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,601&event=DET397&server=http://video.redwings.nhl.com/videocenter/&pageurl=http://video.redwings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,601&event=DET397&server=http://video.redwings.nhl.com/videocenter/&pageurl=http://video.redwings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Howard keeps the Wings ahead,Detroit Red Wings,Saves,Red Wings,Coyotes,NHL.com,Jimmy Howard,,Detroit,DET,MI,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8470657&event=DET69&server=http://video.redwings.nhl.com/videocenter/&pageurl=http://video.redwings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8470657&event=DET69&server=http://video.redwings.nhl.com/videocenter/&pageurl=http://video.redwings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Abdelkader and Ballard square off,Detroit Red Wings,Fights,Red Wings,Canucks,Youtube,,,Detroit,DET,MI,<iframe width='235' height='132' src='//www.youtube.com/embed/1wq9aY7V7a8' frameborder='0' allowfullscreen></iframe>
Petrell answers back,Edmonton Oilers,Goals,Oilers,Flames,NHL.com,Lennart Petrell,,Edmonton,Alberta,Canada,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8471402&event=EDM60&server=http://video.oilers.nhl.com/videocenter/&pageurl=http://video.oilers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8471402&event=EDM60&server=http://video.oilers.nhl.com/videocenter/&pageurl=http://video.oilers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Hordichuk lays down the hit,Edmonton Oilers,Hits,Oilers,Avalanche,NHL.com,Darcy Hordichuk,,Edmonton,Alberta,Canada,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,110&event=COL36&server=http://video.oilers.nhl.com/videocenter/&pageurl=http://video.oilers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,110&event=COL36&server=http://video.oilers.nhl.com/videocenter/&pageurl=http://video.oilers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Dubnyk preserves the lead,Edmonton Oilers,Saves,Oilers,Red Wings,NHL.com,Devan Dubnyk,,Edmonton,Alberta,Canada,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8471227&event=EDM93&server=http://video.oilers.nhl.com/videocenter/&pageurl=http://video.oilers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8471227&event=EDM93&server=http://video.oilers.nhl.com/videocenter/&pageurl=http://video.oilers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Brown and Clune square off,Edmonton Oilers,Fights,Oilers,Predators,Youtube,,,Edmonton,Alberta,Canada,<iframe width='235' height='132' src='//www.youtube.com/embed/j3_9HZAGPFQ' frameborder='0' allowfullscreen></iframe>
Santorelli's shootout goal,Florida Panthers,Goals,Panthers,Sabres,NHL.com,Mike Santorelli,,Sunrise,,FL,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8471390&event=FLA814&server=http://video.panthers.nhl.com/videocenter/&pageurl=http://video.panthers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8471390&event=FLA814&server=http://video.panthers.nhl.com/videocenter/&pageurl=http://video.panthers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Parros lays down the hit,Florida Panthers,Hits,Panthers,Hurricanes,NHL.com,George Parros,,Sunrise,,FL,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,307&event=CAR462&server=http://video.panthers.nhl.com/videocenter/&pageurl=http://video.panthers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,307&event=CAR462&server=http://video.panthers.nhl.com/videocenter/&pageurl=http://video.panthers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Clemmensen keeps it scoreless,Florida Panthers,Saves,Panthers,Jets,NHL.com,Scott Clemmensen,,Sunrise,,FL,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8466339&event=WPG84&server=http://video.panthers.nhl.com/videocenter/&pageurl=http://video.panthers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8466339&event=WPG84&server=http://video.panthers.nhl.com/videocenter/&pageurl=http://video.panthers.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Parros and Scott square off ,Florida Panthers,Fights,Panthers,Blues,Youtube,,,Sunrise,,FL,<iframe width='235' height='132' src='//www.youtube.com/embed/Jpdo0u_06B4' frameborder='0' allowfullscreen></iframe>
Carter wins it in overtime,Los Angeles Kings,Goals,LA Kings,Stars,NHL.com,Jeff Carter,shorthand,Los Angeles,LA,CA,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,675&event=L.A738&server=http://video.kings.nhl.com/videocenter/&pageurl=http://video.kings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,675&event=L.A738&server=http://video.kings.nhl.com/videocenter/&pageurl=http://video.kings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Kings vs Oilers ,Los Angeles Kings,Hits,LA Kings,Oilers,NHL.com,Kyle Clifford,,Los Angeles,LA,CA,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,561&event=L.A50&server=http://video.kings.nhl.com/videocenter/&pageurl=http://video.kings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,561&event=L.A50&server=http://video.kings.nhl.com/videocenter/&pageurl=http://video.kings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Quick continues to shut down the Coyotes,Los Angeles Kings,Saves,LA Kings,Coyotes,NHL.com,Jonathan Quick,,Los Angeles,LA,CA,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,428&event=L.A549&server=http://video.kings.nhl.com/videocenter/&pageurl=http://video.kings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,428&event=L.A549&server=http://video.kings.nhl.com/videocenter/&pageurl=http://video.kings.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Clifford and Polak go at it,Los Angeles Kings,Fights,LA Kings,Blues,Youtube,,,Los Angeles,LA,CA,<iframe width='235' height='132' src='//www.youtube.com/embed/1ueHdvBV0wE' frameborder='0' allowfullscreen></iframe>
Spurgeon ties the game,Minnesota Wild,Goals,Wild,Stars,NHL.com,Jared Spurgeon,,Minnesota,MIN,MN,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8474716&event=MIN246&server=http://video.wild.nhl.com/videocenter/&pageurl=http://video.wild.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8474716&event=MIN246&server=http://video.wild.nhl.com/videocenter/&pageurl=http://video.wild.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Wild vs Avalanche,Minnesota Wild,Hits,Wild,Avalanche,NHL.com,Jared Spurgeon,,Minnesota,MIN,MN,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,196&event=MIN253&server=http://video.wild.nhl.com/videocenter/&pageurl=http://video.wild.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,196&event=MIN253&server=http://video.wild.nhl.com/videocenter/&pageurl=http://video.wild.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Harding preserves the lead,Minnesota Wild,Saves,Wild,Blackhawks,NHL.com,Josh Harding,,Minnesota,MIN,MN,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8470216&event=CHI215&server=http://video.wild.nhl.com/videocenter/&pageurl=http://video.wild.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8470216&event=CHI215&server=http://video.wild.nhl.com/videocenter/&pageurl=http://video.wild.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Konopka and Weise go at it,Minnesota Wild,Fights,Wild,Canucks,Youtube,,,Minnesota,MIN,MN,<iframe width='235' height='132' src='//www.youtube.com/embed/IhdBfxHfIkU' frameborder='0' allowfullscreen></iframe>
Gionta gives the Habs the lead,Montreal Canadiens,Goals,Canadiens,Lightning,NHL.com,Brian Gionta,,Montreal,Quebec,Canada,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8467407&event=MTL639&server=http://video.canadiens.nhl.com/videocenter/&pageurl=http://video.canadiens.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8467407&event=MTL639&server=http://video.canadiens.nhl.com/videocenter/&pageurl=http://video.canadiens.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
Pacioretty lays down the hit,Montreal Canadiens,Hits,Canadiens,Sabres,NHL.com,Max Pacioretty,,Montreal,Quebec,Canada,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,562&event=MTL408&server=http://video.canadiens.nhl.com/videocenter/&pageurl=http://video.canadiens.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,562&event=MTL408&server=http://video.canadiens.nhl.com/videocenter/&pageurl=http://video.canadiens.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Price keeps it tied,Montreal Canadiens,Saves,Canadiens,Bruins,NHL.com,Carey Price,,Montreal,Quebec,Canada,<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlp=8471679&event=BOS348&server=http://video.canadiens.nhl.com/videocenter/&pageurl=http://video.canadiens.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlp=8471679&event=BOS348&server=http://video.canadiens.nhl.com/videocenter/&pageurl=http://video.canadiens.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>
White and Smith go at it,Montreal Canadiens,Fights,Canadiens,Senators,Youtube,,,Montreal,Quebec,Canada,<iframe width='235' height='132' src='//www.youtube.com/embed/x5LRHm1ob18' frameborder='0' allowfullscreen></iframe>
Hornqvist ties it up,Nashville Predators,Goals,Predators,Avalanche,NHL.com,Patric Hornqvist,rebound,Nashville,,TN,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,536&event=NSH447&server=http://video.predators.nhl.com/videocenter/&pageurl=http://video.predators.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,536&event=NSH447&server=http://video.predators.nhl.com/videocenter/&pageurl=http://video.predators.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Clune lays down the hit,Nashville Predators,Hits,Predators,Sharks,NHL.com,Rich Clune,,Nashville,,TN,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,184&event=NSH63&server=http://video.predators.nhl.com/videocenter/&pageurl=http://video.predators.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,184&event=NSH63&server=http://video.predators.nhl.com/videocenter/&pageurl=http://video.predators.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
Rinne makes a nice save,Nashville Predators,Saves,Predators,Blue Jackets,NHL.com,Pekka Rinne,,Nashville,,TN,"<object width='235' height='141' id='embed' classid='clsid:d27cdb6e-ae6d-11cf-96b8-444553540000'><param name='movie' value='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' /><param name='quality' value='high' /><param name='allowFullScreen' value='true' /><param name='allowScriptAccess' value='always' /><param name='flashVars' value='hlg=20122013,2,462&event=NSH449&server=http://video.predators.nhl.com/videocenter/&pageurl=http://video.predators.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/' /><embed name='embed' pluginspage='http://www.adobe.com/go/getflashplayer' src='http://nhl.cdn.neulion.net/u/videocenter-v1/embed.swf' type='application/x-shockwave-flash' width='235' height='141' quality='high' allowFullScreen='true' allowScriptAccess='always' flashVars='hlg=20122013,2,462&event=NSH449&server=http://video.predators.nhl.com/videocenter/&pageurl=http://video.predators.nhl.com/videocenter/&nlwa=http://app2.neulion.com/videocenter/nhl/'></embed></object>"
